*DESCRIPTION
*MEANS REPORT
************DESCRIPTION************
"File generated on","2022-03-25"
"",""
"NAPS Means Datafile",""
"",""
"Units:",""
"SO2 NO2 O3 NO and NOx are ppb",""
"CO is ppm",""
"PM10 and PM2.5 are in ug/m3",""
"",""
"Reporting criteria:",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
************MEANS REPORT************
"NAPS ID","City","Location","Latitude","Longitude","Elevation","LandUse","Pollutant","January","February","March","April","May","June","July","August","September","October","November","December","Average","StdDeviation","%Complete","","","","","","","","","","","",""
"030310","Sydney","71 Welton Street","46.14222","-60.17252","27","PE,SU,P3,R","CO","0.18","0.17","0.14","0.12","0.12","0.11","0.11","0.12","0.12","0.12","0.12","0.13","0.13","0.05","97","","","","","","","","","","","",""
"030310","Sydney","71 Welton Street","46.14222","-60.17252","27","PE,SU,P3,R","NO","2","2","1","1","1","1","1","1","1","1","1","1","1","2","99","","","","","","","","","","","",""
"030310","Sydney","71 Welton Street","46.14222","-60.17252","27","PE,SU,P3,R","NO2","6","5","3","2","2","2","2","2","2","2","3","3","3","4","99","","","","","","","","","","","",""
"030310","Sydney","71 Welton Street","46.14222","-60.17252","27","PE,SU,P3,R","NOX","8","6","4","3","3","3","3","2","3","4","4","4","4","5","99","","","","","","","","","","","",""
"030310","Sydney","71 Welton Street","46.14222","-60.17252","27","PE,SU,P3,R","O3","29","35","38","39","32","26","22","23","23","24","28","28","29","10","99","","","","","","","","","","","",""
"030310","Sydney","71 Welton Street","46.14222","-60.17252","27","PE,SU,P3,R","PM2.5","6","5","5","6","4","5","5","5","4","4","5","5","5","3","100","","","","","","","","","","","",""
"030310","Sydney","71 Welton Street","46.14222","-60.17252","27","PE,SU,P3,R","SO2","0.3","0.3","0.4","0.3","0.2","0.4","0.6","0.2","0.2","0.4","0.3","0.3","0.3","1.4","99","","","","","","","","","","","",""
"030502","Kejimkujik","National Park","44.43244","-65.20264","124","RB,NU,P1,F","O3","30","35","37","36","33","26","24","25","21","23","26","27","29","10","98","","","","","","","","","","","",""
"030701","Aylesford","1009 Mountain Brow Road, Kings County","45.07267","-64.84033","235","RB,NU,P2,F","O3","34","38","41","41","37","29","25","28","26","27","31","30","32","8","98","","","","","","","","","","","",""
"030701","Aylesford","1009 Mountain Brow Road, Kings County","45.07267","-64.84033","235","RB,NU,P2,F","PM2.5","4","4","4","4","4","5","5","5","4","3","4","3","4","2","98","","","","","","","","","","","",""
"030901","Pictou","91 Beeches Road","45.68167","-62.69664","12","PE,SU,P2,R","NO","0","0","","","0","0","0","0","0","0","0","0","0","0","85","","","","","","","","","","","",""
"030901","Pictou","91 Beeches Road","45.68167","-62.69664","12","PE,SU,P2,R","NO2","2","2","","","1","1","1","1","1","1","1","1","1","1","85","","","","","","","","","","","",""
"030901","Pictou","91 Beeches Road","45.68167","-62.69664","12","PE,SU,P2,R","NOX","2","2","","","1","1","1","1","1","1","2","1","1","1","85","","","","","","","","","","","",""
"030901","Pictou","91 Beeches Road","45.68167","-62.69664","12","PE,SU,P2,R","O3","33","38","40","39","32","27","21","24","23","24","28","28","30","9","99","","","","","","","","","","","",""
"030901","Pictou","91 Beeches Road","45.68167","-62.69664","12","PE,SU,P2,R","PM2.5","5","5","5","5","4","5","6","5","4","4","5","","5","3","92","","","","","","","","","","","",""
"030901","Pictou","91 Beeches Road","45.68167","-62.69664","12","PE,SU,P2,R","SO2","0.9","0.5","0.7","0.3","0.2","0.3","0.1","0.2","0.2","0.6","0.9","1.1","0.5","2.2","99","","","","","","","","","","","",""
"031101","Kentville","32 Main Street","45.06725","-64.47743","60","PE,SU,P3,A","NO","1","0","0","0","0","0","0","0","0","0","0","0","0","1","100","","","","","","","","","","","",""
"031101","Kentville","32 Main Street","45.06725","-64.47743","60","PE,SU,P3,A","NO2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","100","","","","","","","","","","","",""
"031101","Kentville","32 Main Street","45.06725","-64.47743","60","PE,SU,P3,A","NOX","2","2","2","1","1","1","1","1","1","1","1","1","1","1","100","","","","","","","","","","","",""
"031101","Kentville","32 Main Street","45.06725","-64.47743","60","PE,SU,P3,A","O3","28","36","39","39","33","26","23","25","21","22","26","25","29","10","99","","","","","","","","","","","",""
"031101","Kentville","32 Main Street","45.06725","-64.47743","60","PE,SU,P3,A","PM2.5","5","6","5","5","4","6","7","6","4","5","6","4","5","3","100","","","","","","","","","","","",""
"040104","Fredericton","486 Needham Street","45.957289","-66.645236","10","PE,MU,P3,R","NO","2","1","0","0","0","0","0","0","1","0","1","0","1","2","99","","","","","","","","","","","",""
"040104","Fredericton","486 Needham Street","45.957289","-66.645236","10","PE,MU,P3,R","NO2","6","7","3","2","1","1","2","2","2","2","3","2","3","4","99","","","","","","","","","","","",""
"040104","Fredericton","486 Needham Street","45.957289","-66.645236","10","PE,MU,P3,R","NOX","8","7","3","1","1","2","2","2","3","3","3","3","3","5","99","","","","","","","","","","","",""
"040104","Fredericton","486 Needham Street","45.957289","-66.645236","10","PE,MU,P3,R","O3","27","27","32","33","28","24","23","25","25","26","26","29","27","9","99","","","","","","","","","","","",""
"040104","Fredericton","486 Needham Street","45.957289","-66.645236","10","PE,MU,P3,R","PM2.5","8","8","6","5","4","6","6","6","4","5","7","6","6","4","99","","","","","","","","","","","",""
"040203","Saint John","Mountain Road","45.308762","-66.008384","41","PS,MU,P3,R","NO","1","0","0","1","1","1","1","1","1","1","0","0","1","2","97","","","","","","","","","","","",""
"040203","Saint John","Mountain Road","45.308762","-66.008384","41","PS,MU,P3,R","NO2","4","3","2","1","2","3","5","5","3","2","3","2","3","3","97","","","","","","","","","","","",""
"040203","Saint John","Mountain Road","45.308762","-66.008384","41","PS,MU,P3,R","NOX","4","4","2","2","3","5","6","7","3","3","3","2","4","5","97","","","","","","","","","","","",""
"040203","Saint John","Mountain Road","45.308762","-66.008384","41","PS,MU,P3,R","O3","32","36","38","38","33","28","25","22","24","28","32","32","31","9","100","","","","","","","","","","","",""
"040203","Saint John","Mountain Road","45.308762","-66.008384","41","PS,MU,P3,R","PM2.5","6","6","5","5","5","6","7","6","5","5","6","5","6","4","100","","","","","","","","","","","",""
"040203","Saint John","Mountain Road","45.308762","-66.008384","41","PS,MU,P3,R","SO2","0.6","0.9","0.6","1.6","5.6","8.5","7.8","4.3","2.3","1.1","1","0.3","2.9","7.2","100","","","","","","","","","","","",""
"040207","Saint John","476 Lancaster Avenue W.","45.252898","-66.080065","59","PS,MU,P3,R","NO","1","1","1","1","1","1","1","1","1","1","1","1","1","3","99","","","","","","","","","","","",""
"040207","Saint John","476 Lancaster Avenue W.","45.252898","-66.080065","59","PS,MU,P3,R","NO2","5","4","4","3","3","3","3","3","2","2","3","3","3","4","99","","","","","","","","","","","",""
"040207","Saint John","476 Lancaster Avenue W.","45.252898","-66.080065","59","PS,MU,P3,R","NOX","6","5","6","4","4","4","3","4","3","3","5","4","4","6","99","","","","","","","","","","","",""
"040207","Saint John","476 Lancaster Avenue W.","45.252898","-66.080065","59","PS,MU,P3,R","O3","33","40","39","39","34","28","26","24","25","28","30","30","31","9","100","","","","","","","","","","","",""
"040207","Saint John","476 Lancaster Avenue W.","45.252898","-66.080065","59","PS,MU,P3,R","PM2.5","5","6","5","5","5","6","6","5","4","5","6","5","5","3","99","","","","","","","","","","","",""
"040207","Saint John","476 Lancaster Avenue W.","45.252898","-66.080065","59","PS,MU,P3,R","SO2","1.2","0.7","1.3","0.6","0.7","0.4","0.2","0.4","0.3","0.8","0.9","0.5","0.6","2","100","","","","","","","","","","","",""
"040208","Saint John","111 Champlain Drive","45.291218","-66.00305","47","PS,MU,P3,R","PM2.5","5","5","5","5","5","6","6","5","4","5","6","4","5","3","99","","","","","","","","","","","",""
"040208","Saint John","111 Champlain Drive","45.291218","-66.00305","47","PS,MU,P3,R","SO2","2.5","2.9","0.7","0.8","1.6","0.7","0.5","0.5","0.3","0.5","1.7","0.9","1.1","4.8","100","","","","","","","","","","","",""
"040209","Saint John","8 Castle Street","45.28028","-66.05611","41","PE,MU,P3,R","CO","0.18","0.19","0.17","0.15","0.15","0.14","0.14","0.13","0.14","0.16","0.16","0.17","0.16","0.04","99","","","","","","","","","","","",""
"040209","Saint John","8 Castle Street","45.28028","-66.05611","41","PE,MU,P3,R","NO","3","2","1","1","1","1","1","1","1","1","1","","1","3","91","","","","","","","","","","","",""
"040209","Saint John","8 Castle Street","45.28028","-66.05611","41","PE,MU,P3,R","NO2","5","5","3","3","3","3","4","4","3","3","3","","4","4","91","","","","","","","","","","","",""
"040209","Saint John","8 Castle Street","45.28028","-66.05611","41","PE,MU,P3,R","NOX","8","6","5","4","4","4","5","5","4","4","4","","5","6","91","","","","","","","","","","","",""
"040209","Saint John","8 Castle Street","45.28028","-66.05611","41","PE,MU,P3,R","O3","30","34","38","37","30","24","24","22","22","25","27","26","28","9","99","","","","","","","","","","","",""
"040209","Saint John","8 Castle Street","45.28028","-66.05611","41","PE,MU,P3,R","PM2.5","5","6","5","5","5","6","7","6","4","4","6","4","5","3","99","","","","","","","","","","","",""
"040209","Saint John","8 Castle Street","45.28028","-66.05611","41","PE,MU,P3,R","SO2","0.8","0.7","0.7","0.6","0.5","0.5","0.3","0.3","0.2","0.4","0.6","0.4","0.5","1.1","98","","","","","","","","","","","",""
"040302","Moncton","5 Thanet Street","46.101578","-64.789661","9","T,LU,P4,R","CO","0.23","0.22","0.18","0.16","0.14","0.13","0.14","0.14","0.16","","0.19","0.18","0.17","0.08","88","","","","","","","","","","","",""
"040302","Moncton","5 Thanet Street","46.101578","-64.789661","9","T,LU,P4,R","NO","3","2","1","0","0","1","1","1","1","2","2","1","1","5","98","","","","","","","","","","","",""
"040302","Moncton","5 Thanet Street","46.101578","-64.789661","9","T,LU,P4,R","NO2","7","7","4","3","2","2","2","2","2","3","3","3","3","4","98","","","","","","","","","","","",""
"040302","Moncton","5 Thanet Street","46.101578","-64.789661","9","T,LU,P4,R","NOX","10","8","5","3","2","2","2","2","3","4","5","5","4","8","98","","","","","","","","","","","",""
"040302","Moncton","5 Thanet Street","46.101578","-64.789661","9","T,LU,P4,R","O3","25","29","34","34","28","22","16","19","17","19","23","23","24","11","96","","","","","","","","","","","",""
"040302","Moncton","5 Thanet Street","46.101578","-64.789661","9","T,LU,P4,R","PM2.5","7","7","5","6","4","6","6","5","5","5","6","5","6","3","96","","","","","","","","","","","",""
"040901","St. Andrews","Brandy Cove Road","45.086912","-67.074036","25","PE,SU,P2,P","NO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","","","","","","","","","","","",""
"040901","St. Andrews","Brandy Cove Road","45.086912","-67.074036","25","PE,SU,P2,P","NO2","1","1","1","0","1","1","1","1","1","1","1","1","1","1","100","","","","","","","","","","","",""
"040901","St. Andrews","Brandy Cove Road","45.086912","-67.074036","25","PE,SU,P2,P","NOX","1","1","0","0","1","1","1","1","1","0","1","1","1","1","100","","","","","","","","","","","",""
"040901","St. Andrews","Brandy Cove Road","45.086912","-67.074036","25","PE,SU,P2,P","O3","35","40","43","42","32","24","19","21","21","23","25","25","29","11","98","","","","","","","","","","","",""
